stop, 14.6508301, 121.02896, #ff9900
stop, 14.6404769, 121.0427507, #ff9900
stop, 14.6339044, 121.0472093, #ff9900
stop, 14.6527283, 121.0605148, #ff9900
stop, 14.6552885, 121.055724, #ff9900
stop, 14.6407999, 121.0468897, #ff9900
stop, 14.6347092, 121.0359767, #ff9900
stop, 14.646209, 121.0364295, #ff9900
stop, 14.6396995, 121.0434395, #ff9900
stop, 14.6392849, 121.0534136, #ff9900
stop, 14.6356751, 121.056028, #ff9900
stop, 14.6482227, 121.0484556, #ff9900
stop, 14.6597139, 121.0446438, #ff9900
stop, 14.6459649, 121.0362424, #ff9900
stop, 14.6238383, 121.0548124, #ff9900
stop, 14.6599228, 121.0384322, #ff9900
stop, 14.6537386, 121.0385848, #ff9900
stop, 14.6492784, 121.0562084, #ff9900
stop, 14.6537386, 121.0385848, #ff9900
stop, 14.647569, 121.0431694, #ff9900
stop, 14.6425731, 121.0444748, #ff9900
stop, 14.6460292, 121.0407107, #ff9900
stop, 14.6670081, 121.0308102, #ff9900
stop, 14.6418497, 121.0362267, #ff9900
stop, 14.6414914, 121.0534934, #ff9900
stop, 14.6450248, 121.0477092, #ff9900
stop, 14.6337372, 121.054243, #ff9900
stop, 14.6459649, 121.0362424, #ff9900
stop, 14.6484159, 121.0444885, #ff9900
stop, 14.6526213, 121.04367, #ff9900
stop, 14.6450248, 121.0477092, #ff9900
stop, 14.6363684, 121.0379643, #ff9900
stop, 14.6484159, 121.0444885, #ff9900
stop, 14.6611119, 121.0391145, #ff9900
stop, 14.6567567, 121.0458338, #ff9900
stop, 14.63552, 121.0455696, #ff9900
stop, 14.6537542, 121.0385138, #ff9900
stop, 14.6353544, 121.0475384, #ff9900
stop, 14.6459595, 121.048122, #ff9900
stop, 14.6463269, 121.0406352, #ff9900
stop, 14.6447123, 121.0493211, #ff9900
stop, 14.6314554, 121.0443903, #ff9900
stop, 14.6393336, 121.0557606, #ff9900
stop, 14.6463269, 121.0406352, #ff9900
stop, 14.6389684, 121.0393446, #ff9900
stop, 14.646209, 121.0364295, #ff9900
stop, 14.636744, 121.0520568, #ff9900
stop, 14.6515825, 121.0387302, #ff9900
stop, 14.6487588, 121.0509738, #ff9900
stop, 14.6463269, 121.0406352, #ff9900
stop, 14.6542007, 121.0479074, #ff9900
stop, 14.6537542, 121.0385138, #ff9900
stop, 14.6484159, 121.0444885, #ff9900
stop, 14.6526213, 121.04367, #ff9900
stop, 14.650318, 121.0520222, #ff9900
stop, 14.6520991, 121.0460474, #ff9900
stop, 14.6497638, 121.0467183, #ff9900
stop, 14.6597882, 121.0426143, #ff9900
stop, 14.636744, 121.0520568, #ff9900
stop, 14.6549717, 121.0623433, #ff9900
stop, 14.6410543, 121.046797, #ff9900
stop, 14.6363684, 121.0379643, #ff9900
stop, 14.6450248, 121.0477092, #ff9900
stop, 14.6374407, 121.0487427, #ff9900
stop, 14.6412853, 121.0526407, #ff9900
stop, 14.6404737, 121.0483167, #ff9900
stop, 14.6497604, 121.0541249, #ff9900
stop, 14.6280021, 121.0488941, #ff9900
stop, 14.6575576, 121.0453727, #ff9900
stop, 14.6499213, 121.0466242, #ff9900
stop, 14.6526213, 121.04367, #ff9900
stop, 14.6612874, 121.0382227, #ff9900
stop, 14.6447205, 121.0502063, #ff9900
stop, 14.6448253, 121.0306335, #ff9900
stop, 14.6379541, 121.0462613, #ff9900
stop, 14.6326829, 121.0448298, #ff9900
stop, 14.6460292, 121.0407107, #ff9900
stop, 14.6318428, 121.049821, #ff9900
stop, 14.6388799, 121.0363291, #ff9900
stop, 14.6404737, 121.0483167, #ff9900
stop, 14.6556104, 121.0344323, #ff9900
stop, 14.646209, 121.0364295, #ff9900
stop, 14.6451393, 121.036666, #ff9900
stop, 14.6404769, 121.0427507, #ff9900
stop, 14.6459649, 121.0362424, #ff9900
stop, 14.6543458, 121.0357689, #ff9900
stop, 14.6448638, 121.0373324, #ff9900
stop, 14.6442166, 121.0425255, #ff9900
stop, 14.632823, 121.044389, #ff9900
stop, 14.6619839, 121.0433629, #ff9900
stop, 14.6690155, 121.043284, #ff9900
stop, 14.6459649, 121.0362424, #ff9900
stop, 14.6459595, 121.048122, #ff9900
stop, 14.6289769, 121.0468307, #ff9900
stop, 14.6521033, 121.0465094, #ff9900
stop, 14.641518, 121.0377235, #ff9900
stop, 14.6421164, 121.0497856, #ff9900
stop, 14.6450248, 121.0477092, #ff9900
stop, 14.6378363, 121.0500085, #ff9900
stop, 14.6506908, 121.0365157, #ff9900
stop, 14.6407999, 121.0468897, #ff9900
stop, 14.646209, 121.0364295, #ff9900
stop, 14.6505166, 121.0468332, #ff9900
stop, 14.6437899, 121.0379841, #ff9900
stop, 14.6662566, 121.0389064, #ff9900
stop, 14.6504265, 121.0335796, #ff9900
stop, 14.6351584, 121.061201, #ff9900
stop, 14.6343789, 121.037514, #ff9900
stop, 14.6526213, 121.04367, #ff9900
stop, 14.6457282, 121.0553375, #ff9900
stop, 14.6443121, 121.0538151, #ff9900
stop, 14.6459649, 121.0362424, #ff9900
stop, 14.6475406, 121.0549604, #ff9900
stop, 14.6353544, 121.0475384, #ff9900
stop, 14.6517739, 121.0570131, #ff9900
stop, 14.6488436, 121.025496, #ff9900
stop, 14.6404737, 121.0483167, #ff9900
stop, 14.647569, 121.0431694, #ff9900
stop, 14.6504265, 121.0335796, #ff9900
stop, 14.6521033, 121.0465094, #ff9900
stop, 14.6582899, 121.0291106, #ff9900
stop, 14.6304292, 121.0448396, #ff9900
stop, 14.647569, 121.0431694, #ff9900
stop, 14.6496066, 121.0475131, #ff9900
stop, 14.6536233, 121.0395778, #ff9900
stop, 14.6546217, 121.0350476, #ff9900
stop, 14.6485345, 121.0494016, #ff9900
stop, 14.6522673, 121.0452817, #ff9900
stop, 14.635908, 121.0356366, #ff9900
stop, 14.6607465, 121.0381057, #ff9900
stop, 14.647569, 121.0431694, #ff9900
stop, 14.6430937, 121.0353892, #ff9900
stop, 14.6370446, 121.0615347, #ff9900
stop, 14.6440142, 121.0425229, #ff9900
stop, 14.6412853, 121.0526407, #ff9900
stop, 14.6474127, 121.0484758, #ff9900
stop, 14.6378363, 121.0500085, #ff9900
stop, 14.6442859, 121.0609928, #ff9900
stop, 14.6411509, 121.0520846, #ff9900
stop, 14.6384384, 121.0414824, #ff9900
stop, 14.6348039, 121.0499465, #ff9900
stop, 14.647696, 121.0430258, #ff9900
stop, 14.63552, 121.0455696, #ff9900
stop, 14.6582899, 121.0291106, #ff9900
stop, 14.6513637, 121.0466126, #ff9900
stop, 14.6438452, 121.0502073, #ff9900
stop, 14.6650964, 121.0328639, #ff9900
stop, 14.6396023, 121.0404147, #ff9900
stop, 14.6484159, 121.0444885, #ff9900
stop, 14.6440142, 121.0425229, #ff9900
stop, 14.6355654, 121.0585685, #ff9900
stop, 14.6412186, 121.0546494, #ff9900
stop, 14.6379329, 121.0602518, #ff9900
stop, 14.6416106, 121.0630203, #ff9900
stop, 14.6697628, 121.0296961, #ff9900
stop, 14.64097, 121.0368153, #ff9900
stop, 14.6426045, 121.0630617, #ff9900
stop, 14.6374407, 121.0487427, #ff9900
